feature,rmse,nb_zeros,nunique
2de811f82,0.8014298779187045,4306,42
89ebc1b76,0.8014317150759747,4036,217
eae884486,0.8014320629158896,4258,134
8675bec0b,0.8014348959132711,3766,207
b0c596a35,0.8014372697025333,4408,35
a68b83290,0.8014378108434219,4325,68
a240f6da7,0.8014383851027329,4137,169
4f325b517,0.8014393530376368,4427,33
971631b2d,0.8014400370410256,4302,87
13f3a3d19,0.8014400527109381,4191,141
59cb69870,0.8014400685484153,4299,115
9452f2c5f,0.8014402846780706,4275,109
3d4a6baed,0.8014412461780418,4327,55
8d8bffbae,0.8014416219854871,4002,193
6b119d8ce,0.8014421729955848,4075,175
632fed345,0.8014441651745146,4290,111
b361f589e,0.8014442977938495,4349,81
00302fe51,0.8014455598473288,4375,60
890d30d93,0.801446274537853,4424,31
bf6e38e39,0.8014492472704029,4345,95
b9a4f06cd,0.8014510449426128,4321,78
a36b95f78,0.8014517975391229,3909,203
633e0d42e,0.8014530975197571,4344,95
e157b2c72,0.8014558947150215,4231,105
a43c53c45,0.8014562546339904,4358,58
5b233cf72,0.8014562970846504,4305,79
5291be544,0.8014582891183164,4065,218
d746efbfe,0.8014603954982377,4257,117
54b1c1bc0,0.8014606639203927,4108,173
0a953f97e,0.8014609513165285,3793,293
c3726f249,0.8014628274395179,4421,30
844df03d7,0.801463521958528,4358,67
6809065b9,0.801465934749858,4369,61
5a88b7f01,0.8014670311607792,4240,107
b84b2f72d,0.8014671410542826,4325,73
850e01a62,0.8014679077783041,4341,87
f9db72cff,0.801468427919008,4330,113
a9ca6c2f4,0.801469008111057,4313,107
5661462ee,0.8014716705778164,4317,96
bf89fac56,0.8014719616522361,4290,71
cf488d633,0.8014732441787118,4136,197
03c589fd7,0.8014736903549916,4350,89
5985f4c31,0.801473961872567,4456,4
1a7de209c,0.8014747277317398,4348,49
05f54f417,0.8014752557191985,3976,251
c8c4ef2e5,0.8014766320892036,4410,28
22ff4e1b8,0.8014767982726243,4418,35
d918835ca,0.8014781906948725,4421,28
da1d826f5,0.8014794573974982,4441,17
d0f65188c,0.8014807549835773,4107,146
7250feb72,0.8014819754182467,4374,57
00b309c64,0.8014828534485212,4352,78
0c4bf4863,0.801483489719326,4315,94
4b1a994cc,0.801486502131726,4298,64
df03d1653,0.8014874790644868,4415,41
3c9db4778,0.8014875745094276,4298,94
be448d5b9,0.8014876175911406,4325,54
2baea1172,0.801488035106852,4284,90
bf0e69e55,0.8014886483921965,4114,128
773180cf6,0.8014915613275864,4294,116
6ccaaf2d7,0.8014916850220409,4315,88
110e4132e,0.8014945785885184,4114,136
1110cf9ea,0.8014966678565174,4215,98
f9c3438ef,0.8014975938007908,4333,94
a3f2345bf,0.8014982908650977,4125,136
c144a70b1,0.8014989321092338,4263,127
37426563f,0.8015002112608749,4359,61
0a9735aba,0.8015003420350101,4414,30
5edd220bc,0.8015008292069818,4281,83
6d0d72180,0.8015013419119045,4364,52
63509764f,0.8015034827198959,4379,73
856225035,0.8015040666290454,4325,120
177993dc6,0.8015042559994341,4293,89
21a3176c5,0.8015050757409601,4435,25
51c141e64,0.8015056396088134,4355,91
de7063efa,0.8015068018802394,4438,19
9f85ae566,0.8015070487475551,4117,234
9437d8b64,0.8015071278281686,4127,260
c6850e7db,0.8015086992816337,4082,223
a24ff79e5,0.8015110712895307,4454,5
cc462dc0b,0.8015111721319561,4302,47
f06078487,0.801513111461122,4296,67
30d424f24,0.8015135398204164,4417,42
a459b5f7d,0.8015145695896105,3911,187
256f1449f,0.8015147308894699,4431,27
7961b255d,0.8015164332353294,4374,67
a00a63886,0.8015164410413833,4336,82
56896bb36,0.8015166800375688,4281,79
69fe81b64,0.8015167513891824,4192,103
3a90540ab,0.8015201853919597,4213,149
fa5044e9e,0.8015209952468183,4344,87
71f5ab59f,0.8015224393340017,4294,89
c0d2348b7,0.8015227170681212,3576,289
86323e98a,0.8015235507748173,4055,182
f62b69c09,0.801523825716355,4415,17
8a1b76aaf,0.8015241254205283,4188,95
2ab5a56f5,0.8015243725128769,4346,41
19f721ba0,0.8015268307395788,4411,19
21216a0a8,0.8015285152316314,4416,38
1d802b493,0.8015291094807948,4423,21
c63090352,0.801531466752753,4367,52
c25438f10,0.8015337966594744,4341,98
3429017f8,0.8015361441488863,4421,24
6dad99586,0.801536359115737,4373,38
8c5025c23,0.8015371405188243,4363,85
d9db07d68,0.801537470157761,4419,28
9a9b4a012,0.8015395293175474,4433,27
1254b628a,0.8015395633794287,4173,151
867c937bb,0.8015403563770018,4403,48
ab8a614fa,0.8015407045118895,4351,80
09f827f1c,0.8015418253153951,4434,5
776c262ad,0.8015437273641273,4415,30
2af3668d1,0.8015443338879492,4422,30
406a11b5a,0.8015450193298329,4358,57
003da5628,0.8015458927747938,4213,103
2bd16b689,0.8015477456756307,4327,58
16b532cdc,0.801548131171574,4135,158
4b6c549b1,0.8015491055131634,4172,179
18321c252,0.8015502577152365,4216,104
a5f8c7929,0.8015512463157101,4235,135
593cccdab,0.8015514552894671,3949,183
66728cc11,0.8015526478985171,4325,116
79cc300c7,0.8015532782829466,4065,243
8367dfc36,0.8015538783150804,4252,98
69900c0d1,0.8015544196651487,4116,243
457bd191d,0.801556060391831,4284,97
86f13324d,0.8015574469460174,4213,111
27998d0f4,0.8015594496620284,4282,137
c25078fd7,0.8015595885865131,4222,108
85816f8e3,0.801559959431434,4422,26
28bc37378,0.8015605271417471,4380,30
33ed23348,0.801561155056,4458,2
44b0a78e7,0.801561155056,4458,2
acd155589,0.801561155056,4458,2
086328cc6,0.8015616201634792,4325,99
b02dfb243,0.8015619905058164,4295,64
489dde24b,0.8015625793840032,4427,24
5c1f412ce,0.8015640784833402,4421,31
555e960e5,0.8015662629317951,4361,79
0616154cc,0.8015665352843511,4094,224
e7e41bbde,0.8015667392510344,4373,35
dfcf7c0fa,0.8015673904971279,4265,118
882a3da34,0.8015679634573046,4300,83
d66bbb5ed,0.8015686939048634,4353,66
c380056bb,0.8015690270400537,4217,125
b77bc4dac,0.8015710977948755,4302,71
9a5cd5171,0.8015729536886127,4293,90
47a8de42e,0.8015733690834035,4343,91
1a9501bae,0.8015738779946072,4410,33
7106396d7,0.8015749377024171,4389,30
233c7c17c,0.8015755410056582,4242,114
98dd5b0c6,0.8015767760198478,4456,4
5cec9a2fc,0.8015770991283444,4264,122
51ebff825,0.8015772237007517,4423,32
0de698985,0.8015772409656424,4407,21
6f460d92f,0.8015780243671331,4344,91
7e473a0c9,0.8015789598623673,4455,5
ede70bfea,0.8015797494971275,4227,154
2d6bd8275,0.8015799801526962,4254,116
169875559,0.8015808764708559,4423,30
588106548,0.8015809389299173,4280,67
adc894423,0.8015814605998977,4436,14
1847c8140,0.8015822494145363,4429,27
2f7b0f5b5,0.8015823365833674,4305,115
07df9f30c,0.8015824892412582,4290,86
f357f5ffb,0.8015831537116391,4435,22
e90ed19da,0.8015844355433699,4458,2
f6240919f,0.8015844355433699,4447,13
f99cf5205,0.8015844355433699,4454,6
8405c17e7,0.8015844355433699,4458,2
354d9a875,0.801584608582393,4438,21
05e427fe8,0.8015848545596002,4216,95
08c089775,0.8015849483782085,4309,109
ecdef52b2,0.8015861370715662,4342,76
4cffe31c7,0.8015863913515832,4360,79
f0aa40974,0.8015875429534411,4185,160
4a9abd788,0.8015882327486288,4371,34
bb6a5b6e2,0.801589700919267,4419,40
54723be01,0.8015901702866,3946,235
19873fe8a,0.8015913412061915,4458,2
da52febdb,0.8015914570386764,4216,112
376474413,0.8015925898942613,4359,69
403e7e48d,0.8015931472587592,4407,21
268040457,0.8015945740571399,4418,18
724b993fd,0.8015947907164168,4171,104
45630adf0,0.8015969863403342,4453,6
a9819bda9,0.8015986680691654,4250,132
77fa93749,0.8015988085948422,4308,83
9d709da93,0.8015996305319917,4382,50
06b19b6c4,0.80160193031024,4372,48
1cec80910,0.8016022581881439,4433,26
0e1921717,0.8016022899901245,4297,81
67e6c62b9,0.801603087606585,4296,77
c95423453,0.8016042144498673,4417,41
d7568383a,0.8016046556744151,4121,231
408d86ce9,0.8016052746830766,4291,143
11ad148bd,0.8016054326708744,4333,113
37c85a274,0.801605608519797,4149,236
2a2832b07,0.8016086044617309,4335,54
0231f07ed,0.8016088252194711,4383,55
6ae9d58e0,0.8016119167416067,4239,102
12336717c,0.8016121103832083,4341,68
e4dbe4822,0.8016130333684883,4301,79
2761e2b76,0.8016140488002295,4187,101
6f44294b2,0.8016144861394143,4409,29
86eb6ec85,0.801615083126175,4366,57
3786d208b,0.8016163224266819,4456,4
78f7fcebd,0.8016163224266819,4458,2
dd33aef84,0.8016163224266819,4452,8
d0d340214,0.8016178899400369,4271,134
90b0ed912,0.8016189093775556,4357,82
9ca9e4916,0.8016193242940788,4429,26
320931ca8,0.8016197372462396,4286,74
5f5cfc3c0,0.8016222264038271,4203,148
df28ac53d,0.8016236805951371,4320,79
612bf9b47,0.8016239606400265,4293,78
bd1c19973,0.8016245270453972,3989,220
8e1dfcb94,0.8016255675993864,4286,94
62c547c8e,0.8016259087375549,4218,115
56da2db09,0.8016261157935961,4301,119
e94c03517,0.8016270928354521,4308,94
de63b3487,0.8016286753151247,4277,107
c55eb4392,0.8016287507307784,4322,45
b47be7e76,0.8016291228636829,4344,81
6c2d09fb1,0.801629203953046,4350,89
68b647452,0.8016304246823215,4328,94
4e26bc1ff,0.8016306050176203,4454,6
1ced7f0b4,0.8016314751535898,4305,84
c47821260,0.801632013935966,4351,78
885cde177,0.8016323634874446,4449,11
5780e6ffa,0.8016330577626061,3995,179
2715b2d4a,0.801634796181935,4325,59
9488c30e3,0.8016349315095496,4386,50
e86d346f8,0.80163535862818,4434,22
235b8beac,0.8016354462040156,4141,218
db6ba896a,0.8016361214515819,4418,36
fd1102929,0.8016369420211882,4156,146
f3b6dabf7,0.8016369472486728,4378,57
bf45d326d,0.801637827833082,4354,79
649d727e1,0.8016393034363622,4415,30
c9aaf844f,0.8016399314354727,4332,69
a513d67d5,0.8016406058318013,4435,21
a6c9347a7,0.801640785180834,4323,58
cf4a89033,0.8016409702767532,4418,31
a08d843a2,0.8016411296235084,4412,31
8c2252655,0.8016422660280904,4419,31
dd0491aad,0.801643431538901,4324,63
2e51c4645,0.8016449981364728,4416,35
abbde281d,0.8016455405192491,4343,71
072ac3897,0.8016467174803461,4188,206
a8ee55662,0.8016472038471277,4343,42
7fd35c77a,0.8016477358338079,4413,42
db7c939c5,0.8016480947615501,4456,3
b5c839236,0.801648324953304,4157,155
989d6e0f5,0.8016483882333452,4294,84
1074273db,0.8016510604377989,4210,91
08da2f555,0.801652804769434,4453,7
fe56ddf0f,0.8016533929446527,4427,27
6ae0787f3,0.8016535450806536,4368,67
8cff502b4,0.8016538516723688,4457,3
542536b93,0.80165409925094,4257,102
7ba2e35d6,0.8016547727099936,4396,52
96b66294d,0.8016556034991484,4179,203
41bc25fef,0.8016572679889469,4028,163
7ca10e94b,0.8016574052197116,4166,183
e1c250dbf,0.8016596026228179,4448,12
2f7b3364a,0.8016612380174122,4455,5
d4c1de0e2,0.801661744543614,4113,213
22a7d1de9,0.80166176479182,4448,8
16bf5a9a2,0.801662646885109,4130,209
4c6a1accd,0.8016628271782549,4391,39
71d64e3f7,0.801662904860344,4299,95
bbcb92ecf,0.8016648656863223,4432,25
923114217,0.8016664351764565,4360,80
ce0ee5a89,0.8016673309525817,4428,16
310e1ede9,0.8016673309525817,4456,4
6a44e0c96,0.8016673309525817,4453,5
acd43607d,0.8016673978660884,4424,34
3cae817df,0.8016676928707898,4253,131
686d60d8a,0.801669019153717,4311,112
0aab2f918,0.8016697691381888,4377,54
8cc831c8b,0.8016713820365515,4409,38
54a1765cc,0.8016715307534088,4392,51
939ae6e4a,0.8016720939885164,4397,46
02861e414,0.8016729106359888,3694,360
6ab79c2fe,0.8016741871033503,4347,59
4415f4c2b,0.8016748227187911,4421,33
bcfb439ee,0.801674831091655,4261,119
a257e4bb9,0.8016752248885193,4422,21
357a1f6b5,0.8016756178015084,4414,17
bc21e80ff,0.8016760657616849,4418,31
b0868a049,0.8016765412703174,4390,59
dc6902c31,0.8016769744265693,4430,26
b0fcfeab8,0.8016769842017718,4293,73
5263c204d,0.8016775382850604,4133,142
cc0045289,0.80167759937509,4230,119
c6dee6d5b,0.8016777679174134,4455,5
5c20afdb3,0.801679243267728,4426,33
5910a3154,0.8016800295938374,4112,224
3dd64f4c4,0.8016802979044755,4320,71
ebf53ab7c,0.8016808048680234,4456,4
4e86dd8f3,0.8016812673443672,4133,235
94f26b213,0.8016828088800967,4413,18
d8cc972fe,0.8016844356398467,4394,43
1fcba48d0,0.8016849803516207,4300,64
83e2ae51c,0.8016850691904163,4413,17
890163e1a,0.8016858922047064,4361,58
1f0a4e1f9,0.801686725584082,4359,71
854e37761,0.8016867797158387,4287,111
68c7cf320,0.8016868789924805,4000,192
1d593ae5b,0.8016873043851283,4432,27
4d2ca4d52,0.8016878271747581,4293,89
9e0c57b34,0.8016879551230192,4378,57
3f8614071,0.8016881334475785,4152,90
3607eabff,0.8016894514188633,4254,135
d5d4f936e,0.8016898766119168,4414,40
2cb4d123e,0.8016923269164709,4313,69
5d5c5ce6d,0.8016924890336223,4425,24
6469d38ef,0.8016928488516688,4419,33
f6523474a,0.8016932807388575,4413,43
cdc36a26a,0.8016938553029641,4223,112
d3022e2f1,0.8016944733958562,4370,49
dd51d0fae,0.8016953704250595,4420,30
d5efae759,0.8016976938124165,4292,76
1bf8c2597,0.801697807995828,4124,196
d75793f21,0.8016985415258098,4366,78
5a3e3608f,0.8016990184236904,4306,84
9a33c5c8a,0.8016991183757386,4323,99
d709df8f9,0.8016992508537868,4408,37
2f0771a37,0.8016993701591806,4454,6
d9a8918f9,0.801699406855163,4420,24
ad94b3f11,0.80170038630663,4453,7
12491af5d,0.8017006293356578,4438,13
ed6c300c2,0.8017014491569348,3967,238
9133963bd,0.8017014995876411,4424,30
a3da2277a,0.8017022072234441,4181,215
1fbbd4edf,0.8017023533451336,4364,71
034bec11b,0.8017033043971534,4433,19
53aa182a2,0.8017033422824343,4401,55
d6d63dd07,0.8017041374413563,4352,83
8b710e161,0.801704260532289,4164,125
5c220a143,0.8017043567112679,4001,193
0ac076350,0.801704406124381,4420,34
9bed59a71,0.8017046189954123,4361,66
1084e5813,0.8017048253047849,4423,26
bb6f50464,0.8017048625628955,4271,83
bb6f59108,0.8017048807895722,4431,6
51707c671,0.8017054476137805,4089,183
3988d0c5e,0.8017070879615781,4297,83
c0032d792,0.8017073741837276,4372,61
346c04a64,0.8017077193614607,4387,28
3adf5e2b5,0.8017078175627167,4321,81
21af91e9b,0.8017082475371424,4352,35
55c3e1c4e,0.80170870606769,4443,14
d6c82cd68,0.8017125685621741,4372,69
acee6ff41,0.8017127430708596,4371,52
c1543c985,0.8017131395999639,4370,67
3e3ea106e,0.8017133228492157,4375,73
625525b5d,0.8017133945366581,4191,153
2947535d9,0.8017136823103117,4430,16
62071f7bc,0.8017158063651987,4340,109
5bca7197d,0.8017159821793776,4245,133
5fb85905d,0.8017167865893854,4293,92
c5512041d,0.8017172537908773,4456,4
73e591019,0.80171826304125,4351,40
dbc48d37c,0.8017192628434546,4318,79
15ea45005,0.8017212000992318,4314,101
205b0cfef,0.8017219610206852,4366,55
7f78a36f7,0.8017227935279282,4338,46
645b47cde,0.8017240046924672,4292,62
e7071d5e3,0.801724150259588,4309,91
7e78d546b,0.8017243308125747,4236,125
13d853d22,0.8017247884017039,4413,17
cca45417f,0.8017252211066859,4266,130
67f9e982f,0.8017254910012288,4415,17
62a915028,0.8017258174743009,4352,38
c8306d5b6,0.8017258489424255,4442,18
a682ef110,0.8017268173572248,4009,202
236910072,0.8017272645060289,4426,27
0f49e0f05,0.8017283408121876,4415,14
7bf58da23,0.8017283408121876,4418,14
c16a7d537,0.8017283408121876,4421,14
13f7f9c70,0.8017288765381274,4369,61
3d350431d,0.8017292514000322,4229,106
e9b5b8919,0.8017301363894664,4121,200
15e8a9331,0.8017304881232719,4349,43
89db78d8e,0.8017308215544291,4413,19
2a1f6c7f9,0.8017314258618229,4426,27
a2da3c1d5,0.8017318706170532,4449,9
716e7d74d,0.8017318942191229,4114,217
8d9263a24,0.8017322700207796,4378,31
dd01f3999,0.8017328358059402,4425,28
3377a30e2,0.8017332666528946,4412,17
c5c073bb0,0.8017335040918167,4369,66
f30ee55dd,0.8017341854650004,4122,179
480611708,0.8017344184287772,4387,26
1d00f511a,0.8017348022517955,4151,179
97cc1b416,0.8017351750448292,4355,46
76bfb8732,0.8017358650963834,4264,111
85f50c67d,0.8017360186116657,4414,16
9e2040e5b,0.8017366203557217,4329,90
9f494676e,0.8017369654321757,4300,70
3b843ae7e,0.8017374171530741,4388,63
6610f90f1,0.8017376970256878,4365,66
a8ef2a0d2,0.8017377711808467,4414,19
690c387d6,0.8017382551146155,4427,23
f1f6d2370,0.8017383591160177,4431,6
f1c20e3ef,0.8017384020201707,4339,68
657dec16b,0.8017390625273438,4391,43
a6bf610b3,0.8017393100494028,4430,26
ce6b81be1,0.8017394582295128,4454,5
1beb0ce65,0.8017400609481673,4128,177
fd99222ee,0.8017401426721885,4339,71
dda820122,0.8017411082677035,4294,55
683d89bf1,0.8017419311627771,4356,65
4d6a1439e,0.8017424203421903,4307,60
ca96df1db,0.8017427412325018,4123,235
79e0c374a,0.8017448052266638,4208,114
316b978cd,0.801745506780939,4339,45
09e395f05,0.8017457592396413,4430,28
b25319cb3,0.8017459777198025,4207,166
c18cc7d3d,0.8017460830369102,4283,85
89ca53693,0.8017466498659476,4330,62
1c2a63f01,0.8017475516110928,4403,39
e40fc884a,0.8017485908571154,4456,4
4dcf81d65,0.8017489887938999,3890,283
735ea6729,0.8017512467561573,4350,65
5a648a09d,0.8017513137789165,4429,21
b22eb2036,0.8017528842794052,4276,92
a4151c1dc,0.8017535739804327,4456,4
8f993c285,0.8017536159417755,4426,15
3a01b4018,0.8017538239964284,4431,28
7be4eb1e5,0.8017544332297599,4433,16
9d6b84f39,0.8017545266268206,4313,99
e234cdc9b,0.8017546553137125,4370,36
0d9e887bf,0.8017546639362082,4455,5
81076f743,0.8017549967482087,4453,5
9c42bff81,0.8017550648054563,4118,200
395dbfdac,0.8017552265154342,4128,176
8761d9bb0,0.8017554691133919,4329,67
dfd179071,0.8017556504468804,3708,341
578a07608,0.8017559144342608,4425,29
1a1962b67,0.8017563086891228,4293,87
1d871bff1,0.8017563464271192,4378,67
d37030d36,0.8017573432512363,4301,81
ca6c23686,0.8017579610207721,4425,18
f41f0eb2f,0.8017579854348259,4323,77
c13ee1dc9,0.8017580660894608,4310,127
69f20fee2,0.8017581916005347,4347,84
c959d372a,0.8017591878364516,4413,18
42d321127,0.8017592028404423,4434,24
ed9e99c25,0.801759683928438,4417,40
39ba6f52f,0.8017608984607246,4454,5
f14a940a2,0.8017612249722583,4422,21
413bbe772,0.8017612546401571,4378,63
57e01acca,0.801761440156473,4423,37
6984f4045,0.8017617495431272,4376,55
03b8b1f2d,0.8017628930446923,4382,19
71ac2b961,0.8017629168684852,4233,133
6e76d5df3,0.8017633868917572,4311,119
380d54fad,0.801763589325249,4363,41
a46587cda,0.8017643922805623,4420,33
425c08bf3,0.8017650781649198,4432,27
e289bbcc3,0.8017657360481583,4423,30
506e25985,0.8017660877149702,4417,16
1906a5c7e,0.8017661385835506,4280,124
04466547a,0.8017662999807884,4319,97
73700eaa4,0.8017668579828661,4124,159
052f633c1,0.8017675524146601,4386,49
f7eee8212,0.8017680829492049,4343,97
1604c0735,0.8017683718280006,4318,88
f950ac768,0.8017689040508316,4455,4
1e783ae1e,0.8017691868724861,4401,42
6c27de664,0.8017695779652412,4324,106
5cebca53f,0.8017703860657881,4255,124
831a9e087,0.8017709057281217,4420,23
ce1f5b02a,0.8017709964220098,4337,49
8b1379b36,0.8017711003846038,4307,90
1bd1f24bb,0.8017720968590597,4457,3
1f1f641f1,0.8017724218450188,4369,63
e5ac02d3c,0.8017727249377998,4326,89
fb59499f9,0.8017728117732339,4409,39
38df6c628,0.80177282537304,4376,55
3bb7bc789,0.8017729729677092,4417,39
9281abeea,0.8017737663446294,4274,119
d13a77c9b,0.8017741040862034,4410,15
8579b0968,0.8017744740905668,4423,22
06be6c2bb,0.8017750001135108,4144,228
fa11da6df,0.8017755308431469,4133,215
92b13ebba,0.8017757645960193,4144,179
e98dd91da,0.801776377733388,4420,30
4411325ed,0.801776614040475,4380,53
638d0b2e0,0.80177685982134,4447,13
c0004231c,0.8017782929746463,4382,65
aeff360c7,0.8017786031098081,4119,191
95df9fdfc,0.801779531610636,4450,8
e8522c145,0.8017799157297428,4230,96
1d6069c98,0.801780099494705,4440,8
1fba6a5d5,0.8017803542693913,4322,94
91fd68481,0.8017819137079666,4366,65
e1769f3fd,0.801782188903423,4440,11
533d88707,0.8017826469308056,4440,18
67db03f3a,0.8017829879588155,4413,19
118930f35,0.8017831220100637,4450,10
1cfb3f891,0.8017831273845156,4321,90
39e1796ab,0.8017834018509952,4375,57
616c01612,0.8017835090306082,4323,114
ffa903344,0.8017835310738682,4411,44
e8d9394a0,0.8017836650580747,4088,178
af9c1bd29,0.801783687067577,4416,39
b15a468b2,0.8017845626728486,4423,23
9be6f99a8,0.8017847653429183,4437,22
3e3438f04,0.8017860301763271,4314,86
be90775f4,0.8017861851530896,4420,22
e50c9692b,0.8017863495840564,4291,87
91570fb11,0.8017863514371356,4307,111
bce33962d,0.8017869660443847,4421,29
dd2ad0776,0.8017884166257898,4405,47
226c80ec4,0.8017884931501192,4448,8
d9fc63fa1,0.8017889624197758,4372,48
5cfc625f1,0.8017889791252291,4443,17
2ed7f4cca,0.8017903128685689,4423,22
b9e8c09d1,0.8017903326818294,4452,8
fb1d4afcd,0.8017904308510593,4452,8
fb32c00dc,0.8017917135606182,4343,67
06393096a,0.8017926985449552,3732,303
d5de50af2,0.801792807343339,4435,25
b2790ef54,0.8017930101972444,4354,45
c24634d56,0.801793033615365,4418,25
88321cb27,0.8017931107366161,4416,16
cdd16fdd1,0.8017935748018579,4367,71
8a158bbb8,0.8017946807033106,4422,38
0afb0ddcc,0.8017947862035719,4244,111
30768bc79,0.8017949256495431,4362,65
0656586a4,0.8017949416288636,4335,97
1ec48dbe9,0.8017952481366672,4361,79
feb40ad9f,0.8017954868353185,4315,89
300d6c1f1,0.8017958444114254,4318,121
955028f58,0.8017959561645573,4449,9
282cfe2ad,0.8017976226098916,4267,75
a2d21363f,0.8017978208633851,4411,21
36a56d23e,0.8017978361566057,4323,90
211314d56,0.8017980258957669,4428,28
90a2428a5,0.8017983257118466,4291,80
951ef1246,0.8017986603276459,4273,112
92b047b55,0.8017986926525407,4361,68
71aae7896,0.8017992603274531,4284,97
61063fa1c,0.8018000978258456,4363,74
1602cb35d,0.8018002418419522,4418,19
9a1d8054b,0.8018005710032158,4274,87
d49b0b346,0.8018008920311381,4433,17
0b790ba3a,0.8018016157037198,4230,112
014574363,0.8018032139836035,4446,14
14d2c6d95,0.8018032388837822,4342,53
22f0deffc,0.8018034909802362,4390,24
35d9497eb,0.8018040686667876,4436,22
9562ce5c8,0.8018047297418321,4315,104
a79522786,0.8018048951156735,4293,69
a5874086d,0.8018049966484299,4427,21
5c0df6ac5,0.8018051797152175,4328,69
5cf7ac69f,0.8018060247570422,4375,53
d5d85bc77,0.8018065521262194,4422,35
defcc2c50,0.801806910910007,4432,23
6cf9184bb,0.8018072712830193,4363,70
4b2316bd5,0.801807847677918,4424,30
5f9879270,0.8018081063335627,4424,32
0895b9597,0.8018081416763394,4447,13
4a8917f77,0.8018091536099623,4238,106
1dc5f8e47,0.8018093340383466,4400,25
6c7a4567c,0.8018094133545738,4431,26
8781e4b91,0.8018099692609076,3582,300
850d3a6f5,0.8018105641048436,4377,62
e871db27b,0.8018105952377943,4326,47
9f5a3b3c0,0.8018110560880602,4381,50
4f0c5f900,0.8018120464111069,4336,56
b21f5b472,0.801814497462653,4455,5
22a7ccfa6,0.8018157058199611,4452,8
20ef8d615,0.8018159809346915,4265,124
9282e1543,0.8018165437835835,4375,38
6b6cd5719,0.8018172784931241,4385,69
59cafde1f,0.8018174256379746,4227,99
71cebf11c,0.8018178620567524,4438,19
015c3e354,0.8018185262770164,4430,27
698d05d29,0.8018188728401211,4051,172
d8e951a15,0.8018190633639767,4395,56
e3d64fcd7,0.8018195014134165,4375,43
a78f85d49,0.8018195038909912,4183,101
ca667c723,0.8018195387232596,4427,31
baa676f41,0.8018196107344745,4414,27
5150b1a17,0.8018200255993734,4415,35
7f41309db,0.8018206084459316,4362,84
0a69cc2be,0.8018207877220722,4174,205
bd16de4ba,0.8018215427626467,4338,76
bbbff9657,0.8018221710051379,4376,22
850027e38,0.8018223757005828,3755,325
adc70e02f,0.8018225753962481,4400,21
8c2f8a59c,0.8018229824858998,4439,21
133714358,0.8018233448332472,4436,19
438b8b599,0.8018234282384553,4291,74
ed1f680d4,0.8018243777967109,4313,106
f8de3e357,0.8018249395070013,4359,68
82c164590,0.8018265129728489,4429,31
63895c382,0.80182657308532,4421,19
eab76d815,0.8018272328997451,4333,106
e398df91e,0.8018274230290328,4455,4
a3316961d,0.8018275525639108,4455,5
d8296080a,0.8018279661470847,4147,205
16d7bff2b,0.8018279747991539,4425,16
af91c41f0,0.8018284336028486,4106,131
0e348d340,0.8018284602991931,4360,90
aeef86cf2,0.8018291882076662,4456,4
4d05e2995,0.8018292041315812,4197,106
470cea05f,0.8018293495261237,4441,16
6bd9d9ae3,0.8018303043072532,4308,101
fb2ab1513,0.8018312418337012,4388,31
bf10af17e,0.8018315701719105,4341,69
55338de22,0.8018318163797593,4349,67
834fb292d,0.8018324907854046,4364,65
0c49d75af,0.8018325292544377,4364,70
b0f5ed414,0.8018328116066782,4386,48
25729656f,0.8018331149378967,4242,100
d79736965,0.801833258426377,4101,185
26faf1b2e,0.8018338416035126,4242,106
6a3b5a968,0.8018340739237255,4360,62
eca6cc5fd,0.8018343576600909,4436,14
651124842,0.8018351371926954,4417,25
f18d3931b,0.8018351489362211,4429,25
1c486f8dd,0.8018352664345026,4305,121
9a2b0a8be,0.8018358455069732,4316,122
f990bddac,0.8018358668438107,4418,26
4d5a5e150,0.801836638361578,4427,27
50b2ed3a8,0.8018369235438987,4404,21
bdbb0cd24,0.8018377234973597,4377,35
d36ded502,0.8018378636836342,4140,180
b219e3635,0.8018389143487317,4376,71
f7faf2d9f,0.8018389462133945,4331,81
1c62e29a7,0.8018391180523208,4347,77
a1e723a79,0.8018396451661749,4455,5
7e0fd6d92,0.8018401613165754,4424,31
f57ebfed7,0.8018404608664774,4421,33
3ebf86dd5,0.8018404690758973,4423,37
331fb8455,0.8018407147920243,4457,3
667132e4b,0.8018409578458814,4431,23
d53d64307,0.801841245866203,4268,86
bc2eb559b,0.8018417988282466,4433,22
37d7af8ad,0.8018417991922611,4352,53
145c7b018,0.8018419232869631,4316,102
4ca7f1312,0.8018425078078858,4395,46
ed1d5d137,0.8018436768131083,4385,57
2b9b1b4e2,0.801844677082292,4358,80
678b3f377,0.8018447448709132,4180,189
258b77cdf,0.8018456550026505,4452,8
71659d45d,0.8018459936829085,4378,25
46291c5d1,0.8018460019812833,4448,12
09af6f4f9,0.8018471379900455,4454,6
e6efe84eb,0.8018475447512021,4339,103
3685524f4,0.8018480522343042,4413,25
c70f77ef2,0.8018489679152853,4298,117
542f770e5,0.801850687704977,4197,137
8677d6620,0.8018509477321885,4422,34
341daa7d1,0.8018511710417144,4005,154
87e6b35f2,0.8018517057001948,4427,20
197cb48af,0.8018537775855186,4112,219
f5538ee5c,0.8018545933446367,4331,71
dc60842fb,0.8018556696386983,4208,151
8ca08456c,0.8018560700000628,4316,88
42002d9a1,0.8018562374970251,4455,5
4d2c7622d,0.8018562689980941,4431,22
